id,url,status,redirect_url,is_domain_for_sale,is_domain_expired,is_domain_parking,is_domain_managed,is_seo_spam,is_admin_panel
3586976,http://37201606.com/,200,,False,False,True,False,True,False
4837936,http://3810.co.jp/,200,,False,False,False,False,False,False
1637710,http://373news.com,200,,False,False,True,False,True,False
4034593,http://373-8.com?,403,,False,False,False,False,False,False
5325602,http://38ps.jp/,200,,False,False,False,False,False,False
35769,http://38sp.co.jp,200,,False,False,False,False,False,False
5245855,http://373osaka.jp,200,https://373osaka.jp/,False,False,False,False,False,False
4670346,http://373-s.com/,200,https://373-s.com/,False,False,False,False,False,False
1692041,http://385-59.com/,200,,False,False,False,False,False,False
1731432,http://390.co.jp/,200,,False,False,False,False,False,False
4389937,http://384yamanoyu.jp,200,https://384yamanoyu.jp/,False,False,True,False,False,False
4802241,http://373k.jp/,200,https://373k.jp/,False,False,False,False,False,False
2976729,http://3886.jp/,200,,False,False,True,False,True,False
3370921,http://39kasei.co.jp,200,,False,False,False,False,False,False
445330,http://39m.co.jp/,403,,False,False,False,False,False,False
3514944,http://3a-company.jp/index.html,200,,False,False,False,False,False,False
4744251,http://39stars.jp,200,,False,False,False,False,False,False
243454,http://39kureyon.com?,200,http://39kureyon.com,False,False,False,False,False,False
3077884,http://373kz.com,200,https://www.373kz.com/,False,False,True,False,False,False
4537653,http://39moba.com/secdom/,200,,False,False,False,False,False,False
528772,http://38shinkumi.jp,200,http://www.38shinkumi.jp/,False,False,False,False,False,False
1671590,http://39asset.co.jp,200,https://www.39asset.co.jp/,False,False,True,False,True,False
2195791,http://39hagiwara.jp,200,https://39hagiwara.jp/,False,False,False,False,False,False
616678,http://3ace-nexus.co.jp,200,,False,False,False,False,False,False
3593955,http://3c-labo.com,200,,False,False,False,False,False,False
265115,http://39mg.com,200,https://39mg.com/,False,False,True,False,True,False
3001402,http://39ra.co.jp/,200,https://39ra.co.jp/,False,False,False,False,False,False
643048,http://3aco.jp/,200,,False,False,False,False,False,False
1624572,http://3c-s.jp/index.php,200,,False,False,True,False,False,False
4547880,http://3b-lab.jp/,200,https://3b-lab.jp/,False,False,False,False,False,False
3680803,http://3act-osaka.jp,200,https://3act-osaka.jp/,False,False,True,False,True,False
2789065,http://3bitcom.jp,200,https://3bitcom.jp/,False,False,True,False,True,False
5235281,http://3bangai.com,403,,False,False,False,False,False,False
762018,http://3circle.jp,200,http://www.3circle.jp/,False,False,False,False,False,False
855330,http://3concier.com,200,,False,False,False,False,False,False
3483403,http://3ca.co.jp/,200,https://www.3ca.co.jp/,False,False,True,False,False,False
1648676,http://3c-3cs.com,200,https://3c-3cs.com/,False,False,True,False,False,False
1949909,http://3d2.gmobb.jp/dcm3xa8qeowap/kisaku/index.html,404,,False,False,False,False,False,False
555098,http://3den.co.jp/,200,,False,False,False,False,False,False
4001763,http://3gger.jp/index.html,200,,False,False,False,False,False,False
1498239,http://3es.co.jp,200,,False,False,False,False,False,False
4091174,http://3ci.co.jp,200,https://www.3ci.co.jp/,False,False,False,False,False,False
1730260,http://3dweb.co.jp,200,https://3dweb.co.jp/,False,False,False,False,False,False
4082715,http://3d-excell.co.jp/,200,https://www.3d-excell.com/jp/,False,False,True,False,True,False
1761428,http://3d-matrix.co.jp/index.html,200,https://www.3d-matrix.co.jp/index.html,False,False,True,False,False,False
1308914,http://3corp.co.jp/mt/,200,https://3corp.co.jp/,False,False,True,False,False,False
1123371,http://3eee.co.jp,200,https://3eee.co.jp/,False,False,True,False,False,False
1161436,http://3dプリンター.jp,200,http://xn--3d-zi4a0d6d7b6c.jp,False,False,True,False,True,False
3257976,http://3ei-kk.com/ps/,500,,False,False,False,False,False,False
1282643,http://3fuku.com,200,https://3fuku.com/,False,False,True,False,False,False
3189055,http://3health.jp,200,https://3health.jp/,False,False,False,False,False,False
4481187,http://3maru.co.jp/mitsumarukagaku.htm,404,,False,False,False,False,False,False
4551665,http://3kasa.com,200,,False,False,False,False,False,False
578898,http://3mo.co.jp,200,,False,False,False,False,False,False
153720,http://3mmm.jp,200,,False,False,False,False,False,False
2276467,http://3moto.co.jp/,403,,False,False,False,False,False,False
1846990,http://3plans.com/index.html,200,,False,False,False,False,False,False
3764712,http://3r-hc.jp,200,,False,False,False,False,False,False
280753,http://3ki.co.jp,200,,False,False,False,False,False,False
465215,http://3r-beppu.jp,200,,False,False,False,False,False,False
4730868,http://3r-links.jp,403,,False,False,False,False,False,False
1569894,http://3heart.jp,200,https://3heart.jp/,False,False,False,False,False,False
298462,http://3kyodenki.com/,200,https://3kyodenki.com/,False,False,True,False,False,False
725354,http://3fields.co.jp/,200,https://www.3fields.co.jp/,False,False,False,False,False,False
3323909,http://3mori.co.jp/,200,https://3mori.co.jp/,False,False,True,False,True,False
2770310,http://3kosha.co.jp/,200,https://3kosha.co.jp/,False,False,False,False,False,False
156159,http://3r777.com,200,,False,False,False,False,False,False
2976491,http://3rdeye.co.jp/,200,,False,False,False,False,False,False
1162082,http://3rdpty.co.jp,200,,False,False,False,False,False,False
912232,http://3rd-eye.co.jp,200,http://www.3rd-eye.co.jp/,False,False,True,False,False,False
5188296,http://3ke.jp/,200,https://www.3ke.jp/,False,False,False,False,False,False
1487392,http://3rds.jp/,403,,False,False,False,False,False,False
2480721,http://3pts.jp,200,https://www.3pts.jp/,False,False,False,False,False,False
618384,http://3risehome.jp,404,,False,False,False,False,False,False
5181729,http://3rd-planet.jp/corporate/,200,,False,False,True,False,False,False
2322935,http://3rd-inc.com/#home,200,http://3rd-inc.com/,False,False,False,False,False,False
2939236,http://3raku.co.jp/,200,https://www.3raku.co.jp/,False,False,True,False,True,False
3970095,http://3riku-aji.com,200,https://3riku-aji.com/,False,False,False,False,False,False
1769711,http://3s-r.jp,200,https://3s-r.jp/,False,False,False,False,False,False
4984743,http://3peace-h.com/,200,https://3peace-h.com/,False,False,True,False,True,False
3611333,http://3rd-culture.com/,200,https://3rd-culture.com/,False,False,False,False,False,False
4141813,http://3shikai.org,200,,False,False,False,False,False,False
5112716,http://3rise-group.com/,200,https://3rise-group.com/,False,False,True,False,False,False
2995602,http://3rise.co.jp,503,,False,False,False,False,False,False
4197108,http://3s-inc.co.jp,200,,False,False,False,False,False,False
764237,http://3s-sanesu.co.jp/index,404,,False,False,False,False,False,False
1635852,http://3rd-inc.jp,200,https://3rd-inc.jp/,False,False,True,False,False,False
597311,http://3sfoods.co.jp/index.html,404,,False,False,False,False,False,False
4776642,http://3three-s.co.jp,200,,False,False,False,False,False,False
1360436,http://3torio.com/,403,,False,False,False,False,False,False
743191,http://3uad.com/,200,,False,False,False,False,False,False
3624138,http://3starz-group.jp,403,,False,False,False,False,False,False
1066922,http://3vs.co.jp/nds/test/index.html,200,,False,False,False,False,False,False
346143,http://3yoh.co.jp,200,,True,False,False,False,False,False
757354,http://3up.co.jp/,200,,False,False,False,False,False,False
182971,http://3sei.co.jp,200,https://3sei.co.jp/,False,False,False,False,False,False
2761073,http://3wood.co.jp/,200,http://www.3wood.co.jp/,False,False,False,False,False,False
1358607,http://4-c.co.jp/service.html,200,,False,False,False,False,False,False
1735804,http://4-clover.co.jp,200,,False,False,False,False,False,False
1345135,http://4-clover.tokyo,200,,False,False,False,False,False,False
2154348,http://3system.co.jp/,200,https://3system.co.jp/,False,False,False,False,False,False
4005144,http://3techno.co.jp,200,http://www.3techno.co.jp/,False,False,False,False,False,False
5429408,http://3ubb.co.jp/,200,https://3ubb.co.jp/,False,False,False,False,False,False
1668967,http://3vvv.co.jp,200,https://www.3vvv.co.jp/,False,False,False,False,False,False
1309933,http://4-fusion.jp,200,,False,False,False,False,False,False
690366,http://3x7.jp/index.php,200,http://3x7.jp/,False,False,False,False,False,False
1894355,http://3yoshi.jp/,200,https://3yoshi.jp/,False,False,False,False,False,False
3494446,http://3you-yuka.com/,403,,False,False,False,False,False,False
836755,http://3ze.jp,200,http://www.3ze.jp/,False,False,False,False,False,False
2174222,http://40010kosha.com/main/,200,,False,False,False,False,False,False
5297474,http://3tai.co.jp/,200,https://www.3tai.co.jp/,False,False,True,False,False,False
5237974,http://4189.co.jp,200,,False,False,False,False,False,False
3389492,http://4147kyouritu.com/,200,,False,False,False,False,False,False
5090122,http://4118.net/,200,,False,False,False,False,False,False
5784447,http://418.ch/,200,,False,False,True,False,False,False
4465879,http://41home.jp?,200,http://41home.jp,False,False,False,False,False,False
731359,http://41co.com,200,,False,False,False,False,False,False
4231100,http://4129-aikawa.co.jp,200,https://4129-aikawa.co.jp/,False,False,False,False,False,False
1232774,http://403.iinaa.net/,200,https://shiomi-home.co.jp/,False,False,True,False,True,False
2357256,http://42c.jp/,200,,False,False,False,False,False,False
436133,http://4401.co.jp,200,,False,False,False,False,False,False
4315892,http://418dental-abe.com?,200,https://418dental-abe.com/,False,False,True,False,False,False
560459,http://4169.com,200,https://4169.tokyo/,False,False,False,False,False,False
1240264,http://415gr.com/,200,https://www.415gr.com/,False,False,False,False,False,False
2857869,http://43z21.com,200,https://shimizushinsei.com/,False,False,False,False,False,False
3367731,http://440.co.jp/yoshio/index.html?,404,,False,False,False,False,False,False
4598008,http://458speciale.co.jp,200,,False,False,False,False,False,False
1453168,http://4432.co.jp/,200,https://4432.co.jp/,False,False,True,False,False,False
5031012,http://43z.co.jp/index.htm,404,,False,False,False,False,False,False
313580,http://41sake.com/,200,https://41sake.com/,False,False,True,False,True,False
1104667,http://441930.jp/,200,https://441930.jp/,False,False,False,False,False,False
1180089,http://4ce.co.jp/,403,,False,False,False,False,False,False
4810904,http://4build-hoyu.com/,200,,False,False,True,False,False,False
643951,http://47network.jp,200,,False,False,False,False,False,False
1877383,http://4776.pr.arena.ne.jp,200,,False,False,False,False,False,False
4948209,http://451.co.jp/index.htm,404,,False,False,False,False,False,False
3408959,http://459360.jp,200,https://heart-reach.co.jp/,False,False,False,False,False,False
525702,http://46sekisho.jp,200,http://www.46sekisho.jp/,False,False,False,False,False,False
4067844,http://49inc.jp,200,https://49inc.jp/,False,False,False,False,False,False
4592215,http://4dm.co.jp/,403,,False,False,False,False,False,False
599431,http://48tech.co.jp/,200,http://www.48tech.co.jp/,False,False,False,False,False,False
1298650,http://45corporation.com/,200,http://www70.45corporation.com/,False,False,False,False,False,False
1130919,http://4510navi.jp,522,,False,False,False,False,False,False
5251163,http://47planning.jp,200,https://47planning.jp/,False,False,False,False,False,False
613129,http://4dd.jp/,200,https://www.4digit.com/,False,False,False,False,False,False
4705195,http://4hikinoneko.net?,200,http://4hikinoneko.net,False,False,False,False,False,False
269413,http://4d-sensor.com,200,http://ww7.4d-sensor.com/?usid=15&utid=33356061736,False,False,False,True,False,False
4901153,http://4foglio.com/,200,,False,False,False,False,False,False
1853259,http://4dbrain.com/,200,http://www.4dbrain.com/,False,False,False,False,False,False
5090144,http://4e-partners.co.jp,200,,False,False,False,False,False,False
2912062,http://4leaf.co.jp/,200,,False,False,True,False,False,False
4072699,http://4sight.jp/,200,,False,False,False,False,False,False
1581337,http://4r-plus.com/company,404,,False,False,False,False,False,False
16634,http://4ka.net/html/organization.htm,200,https://www.4ka.net/html/organization.htm,False,False,False,False,False,False
3496033,http://4ms.co.jp,200,https://4ms.co.jp/,False,False,False,False,False,False
489325,http://4t-kaken.com,200,,False,False,False,False,False,False
5377879,http://5.hp-ez.com/hp/cyu-ru/page1,403,,False,False,False,False,False,False
4616068,http://4usol.com,200,,False,False,False,False,False,False
2496469,http://4e-must.com,200,http://ww1.4e-must.com/?usid=15&utid=33356074185,False,False,False,False,False,False
4605308,http://4peace.co.jp,200,https://www.4peace.co.jp/,False,False,True,False,False,False
4642641,http://500600.co.jp/,403,,False,False,False,False,False,False
2987255,http://500111.com/index.html,200,,False,False,False,False,False,False
2903252,http://5040.jp,200,,False,False,False,False,False,False
3206292,http://5-relax.com/,200,https://5-relax.com/,False,False,False,False,False,False
2973307,http://5100.biz,200,,False,False,False,False,False,False
444868,http://500-8107.com/,200,https://exceltree.co.jp/,False,False,True,False,False,False
3458278,http://4sense.co.jp,200,https://www.4sense.co.jp/,False,False,True,False,False,False
4513598,http://5108.co.jp/,200,https://5108.co.jp/,False,False,False,False,False,False
